html_url,title,state,created_at,closed_at,is_refactoring_haibo,is_refactoring_zhuolin,conflicts,has_input,has_patch,is_duplicated,is_refactoring_final,refactoring type,symptom category,input property,new root cause,stage,original root cause,cross checked,reproducebale,might need to remove,symptom sub category,initialize refactoring,initial condition,final condition,create change,confused,note
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1360,Inline method refactoring leads to changes in refactoring access permissions,closed,2024-04-23 07:52:19+00:00,2024-04-30 16:00:24+00:00,1,1,,1,1,0,1,Inline method,behavior change,,ast rewrite issue,Create Change,ast transformation issue,1,1,,broken access,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1370,Refactor remove overridden assignment clean-up to jdt.core.manipulation for jdt.ls use,closed,2024-04-25 20:52:28+00:00,2024-04-30 01:05:28+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1315,jdt.ui.tests.refactoring DNF since I20240331-1800,closed,2024-04-06 07:17:13+00:00,2024-04-10 17:58:32+00:00,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1305,Bugï¼šMove method depends on the static method of the original class and the static method of the inner class,closed,2024-04-02 03:32:47+00:00,2024-04-16 12:15:27+00:00,1,0,1,1,0,0,1,Move method,compile error,,,,,1,1,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1192,Refactor rename of method named 'copy' freezes Eclipse,closed,2024-02-14 11:59:24+00:00,2024-02-14 20:27:47+00:00,1,1,,1,1,0,0,rename method,bad performance,,Incorrect Type Resolving,Create Change,overly weak preconditions,1,1,,freeze,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1373,Refactor elseif cleanup to jdt.core.manipulation for use by jdt.ls,closed,2024-04-26 20:11:10+00:00,2024-04-30 01:06:03+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1293,IllegalAccessError - tried to access protected method in org.eclipse.ltk.core.refactoring.Change,closed,2024-03-29 08:52:39+00:00,2024-04-19 15:45:54+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1317,BadLocationException at org.eclipse.jface.text.link.LinkedPositionGroup.enforceDisjoint(LinkedPositionGroup.java:162),closed,2024-04-08 10:27:27+00:00,2024-04-22 15:34:17+00:00,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1080,Allow Batch Field Encapsulation for Multiple Fields,closed,2024-01-17 09:13:14+00:00,2024-04-09 18:31:02+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1273,"Cleanup: ""Convert String to TextBlock"" deletes comments",closed,2024-03-20 09:54:40+00:00,2024-03-22 04:17:54+00:00,1,1,,1,1,0,1,Convert String to TextBlock,comment related,,ast rewrite issue,Create Change,ast transformation issue,,,,delete comment,,,1,1,,"@override, visit(), ->rewriteAST()"
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1237,"Cleanup: ""Convert String to TextBlock"" super slow",closed,2024-03-07 08:35:26+00:00,2024-03-08 00:11:34+00:00,1,1,,0,1,0,1,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1286,Extract method in switch expression with yield keep yield in extracted method,closed,2024-03-22 14:05:48+00:00,2024-04-03 02:02:24+00:00,1,1,,1,1,0,1,extract method,compile error,"switch, yield",flow analysis issue,Create Change,ast transformation issue,1,1,,,,,,1,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1083,"""Make Static"" refactoring erroneously changes method call",closed,2024-01-17 13:30:29+00:00,2024-01-18 22:13:13+00:00,1,1,,1,1,0,1,Make method Static,compile error,,Incorrect Type Resolving,Create Change,ast matching issue,,,,,,,,1,,"@override, visit(), but the class used in rewriteInstanceUsages();  multi commit"
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1044,"""Make Static"" refactoring adds unnecessary parameter",closed,2024-01-05 08:28:55+00:00,2024-01-16 19:16:27+00:00,1,1,,1,1,0,1,Make method Static,compile error,,ast rewrite issue,Create Change,ast transformation issue,,,,,,,,1,1,"@override, visit(), but the class used in rewriteInstanceUsages();  multi commit"
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1045,"""Make Static"" refactoring failing because of overlapping text edits",closed,2024-01-05 08:29:04+00:00,2024-01-17 00:04:03+00:00,1,1,,1,1,0,1,Make method Static,exception,,ast rewrite issue,Create Change,ast transformation issue,,,,,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1185,UI lag: ChangedValueChecker.hasConflict(),closed,2024-02-09 08:31:48+00:00,2024-02-10 04:00:08+00:00,1,1,,1,1,0,0,Extract variables,bad performance,,ast transformation issue,,ast transformation issue,1,1,,,,,1,1,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1043,"""Make Static"" refactoring adds new parameter documentation as first javdoc entry",closed,2024-01-05 08:26:20+00:00,2024-01-18 21:51:56+00:00,1,1,,1,1,0,1,Make method Static,comment related,,ast rewrite issue,Create Change,ast transformation issue,,,,disordered javadoc,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/590,Proposal: Make Static Refactoring,closed,2023-05-22 11:04:09+00:00,2024-01-03 01:20:18+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/157,"Rename with keyboard shortcut ""âŒ¥âŒ˜R"" is renaming more than one AST node",closed,2022-07-13 09:02:13+00:00,2024-02-14 15:40:22+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1111,Convert to text block save action formatting is strange,closed,2024-01-19 16:02:08+00:00,2024-01-22 22:40:35+00:00,1,1,,1,1,0,1,Convert to text block,unnecessary change,,ast rewrite issue,Create Change,ast transformation issue,,,,,,,,1,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/963,Cleanup: Convert to enhanced 'for' loops creates not compilable code,closed,2023-12-04 08:27:03+00:00,2024-02-05 15:51:15+00:00,1,1,,1,1,0,1,Convert to enhanced 'for' loops,compile error,,ast rewrite issue,Create Change,ast transformation issue,,,,,,,,1,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1023,ExtractConstantRefactoring cannot handle a StringLiteral when not in type declaration,closed,2023-12-19 13:48:57+00:00,2024-01-08 20:58:45+00:00,1,1,,1,1,0,1,Extract Constant,exception,,overly weak preconditions,Initial Condition,overly weak preconditions,1,1,,AFE,,1,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1136,"Quickfix ""Extract to local Variable"": sometimes creates ""MISSING()""",closed,2024-01-26 13:00:56+00:00,2024-02-07 20:50:19+00:00,1,1,,1,1,0,1,Extract to local Variable,compile error,,ast rewrite issue,Create Change,overly weak preconditions,1,0,1,,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/950,NPE in Convert String contenation to Text Block,closed,2023-11-30 16:15:12+00:00,2023-12-06 01:24:51+00:00,1,1,,1,1,0,1,Convert String contenation to Text Block ,exception,,ast rewrite issue,Create Change,ast transformation issue,,,,NPE,,,,1,1,confusing
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1010,"""Internal Error"" reported on copy/paste or rename of a file in explorer",closed,2023-12-13 17:17:25+00:00,2023-12-13 20:15:23+00:00,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/906,Externalize Strings does not supporting Java text-blocks,closed,2023-11-07 07:25:52+00:00,2023-11-28 22:22:07+00:00,1,1,,1,1,0,1,Externalize Strings,unnecessary change,,ast rewrite issue,Create Change,parsing issue,,,,,,1,,,1,"confusing stage, parsing test block"
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1008,Quickfix Converting to Enhanced For Loop Creates Invalid Code,closed,2023-12-13 13:27:36+00:00,2023-12-13 19:24:53+00:00,1,1,,1,1,0,1,Converting to Enhanced For Loop,compile error,,ast rewrite issue,Create Change,ast transformation issue,,,,,,,,1,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/916,CleanUpTabPag: IllegalArgumentException,closed,2023-11-10 13:14:17+00:00,2023-11-10 13:53:33+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/769,"Refactoring issue ""Add final modifier to private fields"" on lambdas",closed,2023-09-11 14:41:27+00:00,2023-10-11 20:35:33+00:00,1,1,,1,1,0,1,Add final modifier to private fields,compile error,,overly weak preconditions,Initial Condition,ast transformation issue,,,,,,,,1,1,"confusing, run()"
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/749,Add quick assistance for field rename refactoring,closed,2023-09-05 11:47:27+00:00,2023-09-21 23:50:22+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/745,jdt.ui.tests.refactoring test failures in Y-build,closed,2023-09-01 08:26:01+00:00,2023-09-16 02:11:01+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/851,Move LTK from JDT to Platform?,closed,2023-10-06 10:44:23+00:00,2023-10-11 14:18:47+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/826,StringConcatToTextBlock proposal failing with rewrite not initialized,closed,2023-09-25 18:55:40+00:00,2023-09-25 20:50:42+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/874,"Cleanup ""Add final modifier to private fields"" => blank final field entries may not have been initialized",closed,2023-10-23 11:02:21+00:00,2023-10-23 11:05:32+00:00,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/660,[Feature Request] Add refactoring proposal from if-return to ternary,closed,2023-07-05 21:10:15+00:00,2023-07-13 22:05:06+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/779,TextBlock Clean Up: NPE in StringConcatToTextBlockFix,closed,2023-09-13 06:26:36+00:00,2023-09-15 21:16:57+00:00,1,1,,0,1,0,1,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/174,"ComparingOnCriteriaCleanUp (""Use Comparator.comparing()"") fails with error",closed,2022-07-25 08:48:06+00:00,2023-12-06 23:09:44+00:00,1,1,,1,1,0,0,clean up,compile error,comparator,ast transformation issue,,ast transformation issue,,,,,,,,1,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/679,Leveraging Users' Local Refactoring History to Recommend Names For The Extracted Local Variable,closed,2023-07-23 07:45:03+00:00,2023-09-14 07:50:51+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/738,NPE in org.eclipse.jdt.internal.corext.util.JavaModelUtil.isEditable,closed,2023-08-29 08:32:24+00:00,2023-09-12 13:29:21+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/828,Multiple NLS additions proposal not shown if hovering over a missing NLS tag since proposals refactoring,closed,2023-09-25 20:56:27+00:00,2023-09-26 21:13:39+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/774,"""Infer Generic Type Arguments..."" with var leads to invalid code",closed,2023-09-12 09:57:15+00:00,2023-10-17 15:20:10+00:00,1,1,,1,1,0,0,Infer Generic Type Arguments,compile error,var,overly weak preconditions,,overly weak preconditions,,,,,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/695,"Have ""jdt.ui/core refactoring"" use core interfaces or core base classes whenever possible",closed,2023-08-03 17:00:00+00:00,2023-09-15 20:55:24+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/684,Recommend variable name for Extracted Local Variable Refactoring when the extracted expression is a method invocation,closed,2023-07-26 14:03:31+00:00,2023-09-25 09:58:01+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/785,Extract Similar Expression in All Methods If End-Users Want,closed,2023-09-14 07:49:55+00:00,2023-09-21 16:45:21+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/797,Clean up Dialog: number of Cleanups wrong,closed,2023-09-18 13:08:26+00:00,2023-09-22 07:31:45+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/671,"Refactor ""extract method"" false negative",closed,2023-07-17 09:14:33+00:00,2023-07-20 00:57:31+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/655,Context-based Automated Name Recommendation For The Extract Local Variable Refactoring,closed,2023-07-04 11:26:14+00:00,2023-07-25 01:17:30+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/887,Eclipse sometimes throws Exception on simple quick fix,closed,2023-10-30 14:35:53+00:00,2023-10-31 18:41:34+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/592,Refactor renames random java elements,closed,2022-08-30 17:30:30+00:00,2023-05-25 07:28:18+00:00,1,1,,1,1,0,1,rename method,fail to refactoring,,Incorrect Type Resolving,Create Change,ast matching issue,1,0,1,,,1,,,1,confusing stage
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/601,Automated Name Recommendation For The Extract Local Variable Refactoring,closed,2023-05-29 13:00:57+00:00,2023-06-08 22:06:12+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/630,Bug 507865 - [extract interface] Extract interface loses @Deprecated,closed,2023-06-12 16:02:33+00:00,2023-07-14 00:08:45+00:00,1,1,,0,1,0,1,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/494,[20] Refactoring of Record pattern variable not working,closed,2023-03-22 08:45:19+00:00,2023-03-22 10:18:41+00:00,1,1,,1,0,1,1,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/577,Refactor NoStringCreationCleanup to jdt.core.manipulation for jdt.ls use,closed,2023-05-15 14:31:07+00:00,2023-06-09 14:46:54+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/576,Refactor VarCleanup to jdt.core.manipulation for jdt.ls usage,closed,2023-05-15 14:27:41+00:00,2023-06-09 19:38:36+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/578,BugÂ 241035 - [pull up] refactoring causes compile error because it replaces wrong destination type,closed,2023-05-15 14:42:00+00:00,2023-06-09 18:02:14+00:00,1,1,,1,1,0,1,pull up method,compile error,,ast rewrite issue,Create Change,ast transformation issue,1,1,,,,,1,,1,confusing root cause
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/446,Refactor boxable value to conditional introduces unexpected side effect,closed,2023-03-01 08:23:47+00:00,2023-03-10 00:12:18+00:00,1,1,,1,1,0,1,refactoring to conditional,behavior change,,overly weak preconditions,Initial Condition,ast transformation issue,,,,,,,,1,1,confusing
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/603,Add name recommendation function for renaming field.,closed,2023-05-31 02:19:58+00:00,2023-06-09 02:51:55+00:00,0,0,,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/824,"Save action ""Convert String concatenation to Text Block"" fails for multi-line string in annotation if followed by a comment.",closed,2023-09-25 09:17:36+00:00,2023-09-26 02:18:51+00:00,1,1,,1,1,0,1,Convert String concatenation to Text Block,exception,,Incorrect Type Resolving,Create Change,ast transformation issue,,,,,,,,1,1,visit
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/432,"Improve the Safety of ""Extract Local Variable"" refactorings by identifying statements that may change the value of the extracted expressions",closed,2023-02-10 16:22:31+00:00,2023-04-11 18:39:09+00:00,1,0,1,1,1,0,1,Extract Local Variable,behavior change,,overly weak preconditions,Initial Condition,overly strong preconditions,1,1,,,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/448,Refactor StringFix to jdt.core.manipulation (Bug 571757),closed,2023-03-02 19:17:46+00:00,2023-03-10 05:28:30+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/39,"Incorrect ""Extract Variable"" refactoring, resulting in NullPointerException",closed,2022-05-07 12:47:36+00:00,2022-11-04 21:25:33+00:00,1,1,,1,1,0,1,Extract Variable,exception,,overly weak preconditions,Initial Condition,overly weak preconditions,1,1,,NPE,,,1,,,"multi commit, only check the first one"
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/331,"Improve the Safety of ""Extract Local Variable"" Refactorings concering ClassCasts",closed,2022-11-08 15:22:17+00:00,2023-02-08 22:15:37+00:00,1,0,1,1,1,0,1,Extract Variable,exception,instance of,overly weak preconditions,Initial Condition,overly strong preconditions,1,1,,NPE,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/381,"Clean up ""Convert to switch expression"" crashes with NullPointerException due to return without expression",closed,2023-01-12 11:12:20+00:00,2023-01-12 21:49:44+00:00,1,1,,1,1,0,1,Convert to switch expression,exception,,overly weak preconditions,Initial Condition,overly weak preconditions,,,,InvocationTargetException,,,1,,,visit
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/348,"Improve the Safety of ""Extract Local Variable"" Refactorings by Identifying the Side Effect of Selected Expression",closed,2022-12-13 13:56:24+00:00,2023-01-20 19:03:59+00:00,1,0,1,1,1,0,1,Extract Local Variable,behavior change,,overly weak preconditions,Initial Condition,overly strong preconditions,1,1,,,,,1,,,patch is the same as 331
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/380,"Clean up ""Convert to switch expression"" crashes with ClassCastException due to ThrowStatement",closed,2023-01-12 10:58:42+00:00,2023-01-12 19:51:27+00:00,1,1,,1,1,0,1,Convert to switch expression,exception,,ast rewrite issue,Create Change,ast transformation issue,,,,InvocationTargetException,,,1,1,,"rewriteAST(), but two stage"
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/484,Javadoc build failure,closed,2023-03-20 14:59:47+00:00,2023-04-07 09:54:08+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/146,BadLocationException when trying to use Refactor - Rename on a java method,closed,2022-07-07 11:58:03+00:00,2022-10-13 16:28:23+00:00,1,1,,0,1,0,1,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/201,Refactor rename reports shadowing when there is none,closed,2022-08-05 11:58:38+00:00,2022-08-11 15:11:44+00:00,1,1,,1,1,0,1,rename method,incorrect warning messages,,flow analysis issue,Initial Condition,overly strong preconditions,1,1,,,,,1,,1,strong / transformation?
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/158,Java: Refactoring of Interface Implementation no longer possible,closed,2022-07-13 13:36:00+00:00,2022-07-15 03:06:44+00:00,1,1,,1,1,0,1,rename interface,fail to refactoring,,Incorrect Type Resolving,Initial Condition,ast matching issue,,,,,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/338,Refactor - Move Type to New File produces non-compilable code,closed,2022-12-01 21:39:22+00:00,2022-12-02 00:54:31+00:00,1,1,,1,1,0,1,Move Type to New File,compile error,,ast rewrite issue,Create Change,overly weak preconditions,1,1,,,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/197,NPE when using Inline Refactoring on method with varargs within switch expression,closed,2022-08-03 20:56:52+00:00,2022-08-11 06:15:31+00:00,1,1,,1,1,0,1,inline method,exception,,ast rewrite issue,Create Change,overly weak preconditions,1,1,,NPE,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/276,[refactor] Import static doesn't work when static method is referenced from subtype,closed,2022-09-22 17:09:17+00:00,2022-10-19 21:56:51+00:00,1,1,,1,1,0,0,Import static,no changes,,ast transformation issue,,ast transformation issue,,,,,,,,1,1,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/113,ArrayOutofBounds exception during refactor operation,closed,2022-06-21 06:08:03+00:00,2022-06-22 18:23:42+00:00,1,1,,1,1,0,1,inline variable,exception,,overly weak preconditions,Initial Condition,overly weak preconditions,1,1,1,ArrayOutofBounds,,1,1,,,a simple and clear example
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/189,"""No target edit provided"" on ""Use String.join()"" cleanup",closed,2022-08-01 09:37:02+00:00,2022-09-14 01:52:21+00:00,1,1,,0,1,0,1,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/221,ClassCastException when renaming interface methods,closed,2022-08-17 09:39:59+00:00,2022-08-24 08:36:40+00:00,1,1,,1,0,0,1,rename method,exception,,,,,1,1,,ClassCastException,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/190,"iterator declaration missing after ""enhanced foreach cleanup"" in case of more than one use of declared iterator",closed,2022-08-01 09:45:12+00:00,2022-08-12 02:19:16+00:00,1,1,,1,1,0,1,enhanced foreach cleanup,compile error,,overly weak preconditions,Initial Condition,overly weak preconditions,,,,,,,1,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/156,[19] - Refactor does not work for record pattern,closed,2022-07-13 06:10:53+00:00,2022-08-04 06:23:54+00:00,1,1,,1,1,0,1,rename variable,not available,record,selection parsing issue,Initialize Refactoring,ast matching issue,,,,,,,,1,1,confusing stage
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/152,Extracting a superclass from an inner static class extracts the outer class instead,closed,2022-07-11 16:23:06+00:00,2022-07-27 08:28:31+00:00,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/51,Unhandled event loop exception during Refactor Rename,closed,2022-05-13 14:39:55+00:00,2022-05-13 16:08:29+00:00,1,1,,0,0,0,1,,,,,,,,,,,,,,,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/120,"Internal Error for ""Convert to enhanced 'for' loops"" clean-up without ""Only if loop variable used""",closed,2022-06-25 09:09:49+00:00,2022-06-27 13:06:02+00:00,1,1,,1,1,0,1,Convert to enhanced 'for' loops,exception,,ast rewrite issue,Create Change,overly weak preconditions,,,,InvocationTargetException,,,1,1,1,confusing root cause
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/42,Unexpected runtime error while computing a text hover,closed,2022-05-09 16:02:40+00:00,2022-05-10 05:43:25+00:00,0,0,,0,1,0,0,,,,,,,,,,,,,,,,